Start,End,Size;
0xDE0F30,0xDE13A0,0x470,
0xDE13A0,0xDE13BC,0x1C,
0xDE1430,0xDE1472,0x42,
0xDE1480,0xDE14FE,0x7E,
0xDE1500,0xDE157B,0x7B,
0xDE1580,0xDE15F6,0x76,
0xDE1600,0xDE1634,0x34,
0xDE1640,0xDE1817,0x1D7,
0xDE1820,0xDE19DA,0x1BA,
0xDE19E0,0xDE1BC6,0x1E6,
0xDE1BD0,0xDE1DA1,0x1D1,
0xDE2200,0xDE2255,0x55,
0xDE2320,0xDE2339,0x19,
0xDE2340,0xDE235F,0x1F,
0xDE2440,0xDE2498,0x58,
0xDE2498,0xDE2548,0xB0,
0xDE2548,0xDE2561,0x19,
0xDE2570,0xDE259A,0x2A,
0xDE2600,0xDE262D,0x2D,
0xDE2640,0xDE2671,0x31,
0xDE2960,0xDE29B7,0x57,
0xDE29C0,0xDE29DF,0x1F,
0xDE2AC0,0xDE2AEB,0x2B,
0xDE2C10,0xDE2C28,0x18,
0xDE2C30,0xDE2C56,0x26,
0xDE2E00,0xDE2E22,0x22,
0xDE2FC0,0xDE30A3,0xE3,
0xDE30B0,0xDE30C0,0x10,
0xDE30C0,0xDE3103,0x43,
0xDE31E0,0xDE3308,0x128,
0xDE3340,0xDE3429,0xE9,
0xDE34B0,0xDE34F5,0x45,
0xDE3560,0xDE3AF0,0x590,
0xDE3CE0,0xDE3D1C,0x3C,
0xDE4090,0xDE429D,0x20D,
0xDE44B0,0xDE44CB,0x1B,
0xDE44E0,0xDE44FB,0x1B,
0xDE4520,0xDE47CD,0x2AD,
0xDE4A20,0xDE4CBA,0x29A,
0xDE4CC0,0xDE4CD0,0x10,
0xDE4CD0,0xDE4D12,0x42,
0xDE4D20,0xDE4EB1,0x191,
0xDE5050,0xDE50F0,0xA0,
0xDE50F0,0xDE5189,0x99,
0xDE53A0,0xDE54A6,0x106,
0xDE55B0,0xDE5647,0x97,
0xDE5650,0xDE56F1,0xA1,
0xDE5700,0xDE59D2,0x2D2,
0xDE5A00,0xDE5A6A,0x6A,
0xDE5AA0,0xDE5B7C,0xDC,
0xDE5BB0,0xDE5C75,0xC5,
0xDE5C80,0xDE5CA4,0x24,
0xDE5D60,0xDE5D8A,0x2A,
0xDE5E78,0xDE5E80,0x8,
0xDE5E90,0xDE5ECB,0x3B,
0xDE5ED0,0xDE5F2C,0x5C,
0xDE5F30,0xDE5F5B,0x2B,
0xDE5F60,0xDE5F73,0x13,
0xDE5FF0,0xDE6004,0x14,
0xDE6068,0xDE607C,0x14,
0xDE60B0,0xDE6122,0x72,
0xDE6130,0xDE61A6,0x76,
0xDE61B0,0xDE6230,0x80,
0xDE6230,0xDE64DC,0x2AC,
0xDE64E0,0xDE6560,0x80,
0xDE6560,0xDE680C,0x2AC,
0xDE6810,0xDE683D,0x2D,
0xDE6840,0xDE684F,0xF,
0xDE6940,0xDE6B02,0x1C2,
0xDE6C20,0xDE6CD9,0xB9,
0xDE6CE0,0xDE6DB8,0xD8,
0xDE6DC0,0xDE6E7B,0xBB,
0xDE6EC0,0xDE6EDB,0x1B,
0xDE6F10,0xDE6FC0,0xB0,
0xDE6FC0,0xDE6FED,0x2D,
0xDE7140,0xDE7151,0x11,
0xDE7160,0xDE726D,0x10D,
0xDE7280,0xDE729B,0x1B,
0xDE72B0,0xDE7367,0xB7,
0xDE7588,0xDE75F9,0x71,
0xDE7A50,0xDE7A6B,0x1B,
0xDE7A70,0xDE7AC4,0x54,
0xDE7AD0,0xDE7B12,0x42,
0xDE8F50,0xDE8F6B,0x1B,
0xDE8F80,0xDE912C,0x1AC,
0xDE91C0,0xDE9334,0x174,
0xDE94D8,0xDE9672,0x19A,
0xDE99B0,0xDE9F74,0x5C4,
0xDE9F80,0xDE9FC0,0x40,
0xDE9FC0,0xDEA05B,0x9B,
0xDEA060,0xDEA3BE,0x35E,
0xDEA3C0,0xDEA40E,0x4E,
0xDEA710,0xDEA72A,0x1A,
0xDEAC40,0xDEAD31,0xF1,
0xDEAD40,0xDEADE8,0xA8,
0xDEADF0,0xDEAF70,0x180,
0xDEAF70,0xDEB079,0x109,
0xDEB080,0xDEB1E1,0x161,
0xDEB2D0,0xDEB30F,0x3F,
0xDEB310,0xDEB326,0x16,
0xDEB580,0xDEB617,0x97,
0xDEB620,0xDEB66B,0x4B,
0xDEB670,0xDEB6AA,0x3A,
0xDEB6B0,0xDEB6BD,0xD,
0xDEB920,0xDEB92D,0xD,
0xDEBB80,0xDEBB98,0x18,
0xDEBB98,0xDEBCB6,0x11E,
0xDEBDD0,0xDEBEE7,0x117,
0xDEBF50,0xDEC29F,0x34F,
0xDEC2A0,0xDEC2EB,0x4B,
0xDEC380,0xDEC3A6,0x26,
0xDEC470,0xDEC739,0x2C9,
0xDEC740,0xDEC790,0x50,
0xDEC790,0xDEC7B8,0x28,
0xDEC7B8,0xDEC96E,0x1B6,
0xDED320,0xDED4B4,0x194,
0xDED5D0,0xDED609,0x39,
0xDEDF68,0xDEE002,0x9A,
0xDEE170,0xDEE3F8,0x288,
0xDEE4C0,0xDEE4D9,0x19,
0xDEE750,0xDEE791,0x41,
0xDEE950,0xDEE973,0x23,
0xDEEAE0,0xDEEB9B,0xBB,
0xDEECE0,0xDEED20,0x40,
0xDEED20,0xDEEDDB,0xBB,
0xDEFA00,0xDEFC50,0x250,
0xDEFC50,0xDEFD1E,0xCE,
0xDEFD20,0xDEFDDA,0xBA,
0xDEFE80,0xDEFEC6,0x46,
0xDEFF40,0xDEFF6D,0x2D,
0xDF01A0,0xDF01BE,0x1E,
0xDF01C0,0xDF0217,0x57,
0xDF02A0,0xDF0345,0xA5,
0xDF0350,0xDF03AD,0x5D,
0xDF03B0,0xDF04E5,0x135,
0xDF04F0,0xDF0823,0x333,
0xDF1490,0xDF1496,0x6,
0xDF1618,0xDF164E,0x36,
0xDF1670,0xDF1717,0xA7,
0xDF1720,0xDF183D,0x11D,
0xDF20B0,0xDF21CE,0x11E,
0xDF3500,0xDF366A,0x16A,
0xDF3670,0xDF3701,0x91,
0xDF3710,0xDF375B,0x4B,
0xDF3760,0xDF37A9,0x49,
0xDF3C70,0xDF3CB0,0x40,
0xDF3CB0,0xDF3CBB,0xB,
0xDF3CC0,0xDF3D36,0x76,
0xDF3D40,0xDF3D55,0x15,
0xDF3FC0,0xDF4009,0x49,
0xDF4080,0xDF40D1,0x51,
0xDF4240,0xDF4255,0x15,
0xDF4260,0xDF4503,0x2A3,
0xDF4510,0xDF4585,0x75,
0xDF4590,0xDF4623,0x93,
0xDF5560,0xDF55C0,0x60,
0xDF55C0,0xDF55FC,0x3C,
0xDF5780,0xDF5799,0x19,
0xDF5B20,0xDF5C18,0xF8,
0xDF5C18,0xDF62B5,0x69D,
0xDF6580,0xDF65B0,0x30,
0xDF65B0,0xDF6A80,0x4D0,
0xDF6A80,0xDF6A93,0x13,
0xDF6AA0,0xDF6B27,0x87,
0xDF6DD0,0xDF6DF0,0x20,
0xDF6DF0,0xDF6E14,0x24,
0xDF6F00,0xDF708D,0x18D,
0xDF70C0,0xDF72A0,0x1E0,
0xDF72A0,0xDF72CF,0x2F,
0xDF74B0,0xDF74E1,0x31,
0xDF7E28,0xDF7F7A,0x152,
0xDF81B0,0xDF8904,0x754,
0xDF9078,0xDF90C5,0x4D,
0xDF91F0,0xDF92D3,0xE3,
0xDF92E0,0xDF92FB,0x1B,
0xDF94E0,0xDF951D,0x3D,
0xDF98A0,0xDF9FC8,0x728,
0xDFA000,0xDFA01C,0x1C,
0xDFA020,0xDFA147,0x127,
0xDFA150,0xDFA182,0x32,
0xDFA190,0xDFA237,0xA7,
0xDFA270,0xDFA3A8,0x138,
0xDFA3B0,0xDFA3CF,0x1F,
0xDFA3D0,0xDFA47A,0xAA,
0xDFA480,0xDFA54C,0xCC,
0xDFA5A0,0xDFA5E4,0x44,
0xDFA5F0,0xDFA632,0x42,
0xDFA650,0xDFA6DF,0x8F,
0xDFB0B0,0xDFB0FD,0x4D,
0xDFB160,0xDFB2D9,0x179,
0xDFB8B0,0xDFBAB7,0x207,
0xDFC2C0,0xDFC450,0x190,
0xDFC450,0xDFC478,0x28,
0xDFC478,0xDFC66D,0x1F5,
0xDFC6C0,0xDFC839,0x179,
0xDFC840,0xDFC8ED,0xAD,
0xDFC8F0,0xDFC9B0,0xC0,
0xDFC9B0,0xDFC9C7,0x17,
0xDFCA80,0xDFCAAD,0x2D,
0xDFCFA0,0xDFD05A,0xBA,
0xDFD2F8,0xDFD304,0xC,
0xDFD360,0xDFD5DB,0x27B,
0xDFD5E0,0xDFD603,0x23,
0xDFD790,0xDFD795,0x5,
0xDFD7A0,0xDFD7F8,0x58,
0xDFD800,0xDFD852,0x52,
0xDFD860,0xDFD89C,0x3C,
0xDFD8D0,0xDFD954,0x84,
0xDFD960,0xDFD98B,0x2B,
0xDFE110,0xDFE167,0x57,
0xDFE4F0,0xDFE654,0x164,
0xDFE660,0xDFE672,0x12,
0xDFE6D8,0xDFE7BD,0xE5,
0xDFE9E0,0xDFEAE6,0x106,
0xDFEAF0,0xDFEC0D,0x11D,
0xDFEC40,0xDFEC9F,0x5F,
0xDFF4C8,0xDFF9AB,0x4E3,
0xE00180,0xE00466,0x2E6,
0xE00470,0xE00568,0xF8,
0xE00568,0xE00750,0x1E8,
0xE00750,0xE0081A,0xCA,
0xE00820,0xE00DFA,0x5DA,
0xE00E00,0xE01391,0x591,
0xE013A0,0xE013DA,0x3A,
0xE013E0,0xE014CA,0xEA,
0xE014E0,0xE016CA,0x1EA,
0xE016D0,0xE016F3,0x23,
0xE01890,0xE018E3,0x53,
0xE01D00,0xE022F5,0x5F5,
0xE02300,0xE027D3,0x4D3,
0xE027E0,0xE02872,0x92,
0xE02C60,0xE02D52,0xF2,
0xE02D60,0xE02D73,0x13,
0xE03150,0xE03214,0xC4,
0xE03360,0xE03377,0x17,
0xE03C38,0xE03C69,0x31,
0xE04C80,0xE04CA0,0x20,
0xE04CA0,0xE04CFC,0x5C,
0xE05288,0xE05295,0xD,
0xE052A0,0xE05369,0xC9,
0xE05370,0xE05416,0xA6,
0xE05420,0xE05494,0x74,
0xE05520,0xE055A2,0x82,
0xE055B0,0xE057A2,0x1F2,
0xE057B0,0xE0583C,0x8C,
0xE05930,0xE0599E,0x6E,
0xE059C0,0xE05BAA,0x1EA,
0xE05CA0,0xE05CC7,0x27,
0xE05CF0,0xE05ECA,0x1DA,
0xE05FC0,0xE0602E,0x6E,
0xE06050,0xE0622A,0x1DA,
0xE06420,0xE0645B,0x3B,
0xE06530,0xE0654C,0x1C,
0xE06550,0xE06578,0x28,
0xE06578,0xE065DA,0x62,
0xE065F0,0xE06629,0x39,
0xE06768,0xE0677F,0x17,
0xE067A0,0xE069B4,0x214,
0xE069C0,0xE06C58,0x298,
0xE06C60,0xE06DDB,0x17B,
0xE06F60,0xE06F75,0x15,
0xE07260,0xE0727C,0x1C,
0xE073D0,0xE0743F,0x6F,
0xE07440,0xE074AF,0x6F,
0xE074B0,0xE0751F,0x6F,
0xE07540,0xE0771A,0x1DA,
0xE07810,0xE0787E,0x6E,
0xE078A0,0xE07A7A,0x1DA,
0xE07A80,0xE07D18,0x298,
0xE07D20,0xE07E8B,0x16B,
0xE07FF0,0xE08005,0x15,
0xE082B0,0xE082CC,0x1C,
0xE08340,0xE08377,0x37,
0xE085A0,0xE0860E,0x6E,
0xE08630,0xE087FA,0x1CA,
0xE08800,0xE08A98,0x298,
0xE08AA0,0xE08BFB,0x15B,
0xE08D40,0xE08D55,0x15,
0xE08FF0,0xE0900C,0x1C,
0xE09170,0xE091DE,0x6E,
0xE09200,0xE093EA,0x1EA,
0xE093F0,0xE09688,0x298,
0xE09690,0xE097FB,0x16B,
0xE09940,0xE09955,0x15,
0xE09BE0,0xE09BFC,0x1C,
0xE09D60,0xE09D87,0x27,
0xE09DB0,0xE09F8A,0x1DA,
0xE09F90,0xE0A228,0x298,
0xE0A230,0xE0A39B,0x16B,
0xE0A4E0,0xE0A4F5,0x15,
0xE0A610,0xE0A786,0x176,
0xE0A7B0,0xE0A7CC,0x1C,
0xE0A840,0xE0A9AB,0x16B,
0xE0AB40,0xE0AB5B,0x1B,
0xE0AE40,0xE0AF61,0x121,
0xE0AF90,0xE0AFAC,0x1C,
0xE0B0B0,0xE0B348,0x298,
0xE0B350,0xE0B4AB,0x15B,
0xE0B5F0,0xE0B605,0x15,
0xE0B8A0,0xE0B8BC,0x1C,
0xE0B930,0xE0BBC8,0x298,
0xE0BBD0,0xE0BD3B,0x16B,
0xE0BE70,0xE0BE85,0x15,
0xE0C0D0,0xE0C1AF,0xDF,
0xE0C1B0,0xE0C1CC,0x1C,
0xE0C240,0xE0C4D8,0x298,
0xE0C4E0,0xE0C64B,0x16B,
0xE0C7A0,0xE0C7B5,0x15,
0xE0CA80,0xE0CA9C,0x1C,
0xE0CBA0,0xE0CE38,0x298,
0xE0CE40,0xE0CFAB,0x16B,
0xE0D100,0xE0D115,0x15,
0xE0D450,0xE0D46C,0x1C,
0xE0D500,0xE0D58D,0x8D,
0xE0D590,0xE0D604,0x74,
0xE0D610,0xE0D652,0x42,
0xE0D660,0xE0D6A2,0x42,
0xE0D6B0,0xE0D74B,0x9B,
0xE0D750,0xE0DA33,0x2E3,
0xE0DA40,0xE0DA94,0x54,
0xE0DAA0,0xE0DAFA,0x5A,
0xE0DB00,0xE0DE53,0x353,
0xE0DE60,0xE0E084,0x224,
0xE0E090,0xE0E0DA,0x4A,
0xE0E0E0,0xE0E1AD,0xCD,
0xE0E260,0xE0E29A,0x3A,
0xE0E330,0xE0E36E,0x3E,
0xE0E410,0xE0E460,0x50,
0xE0E460,0xE0E525,0xC5,
0xE0E540,0xE0E56D,0x2D,
0xE0E820,0xE0E84A,0x2A,
0xE0EB10,0xE0ECFF,0x1EF,
0xE0ED00,0xE0ED1C,0x1C,
0xE0EE40,0xE0EE50,0x10,
0xE0EE50,0xE0EE96,0x46,
0xE0EEA0,0xE0EF83,0xE3,
0xE0EF90,0xE0EFAB,0x1B,
0xE0F0E8,0xE0F130,0x48,
0xE0F130,0xE0F146,0x16,
0xE0F150,0xE0F2EB,0x19B,
0xE0F2F0,0xE0F312,0x22,
0xE0F940,0xE0F9B8,0x78,
0xE0F9C0,0xE0FAA1,0xE1,
0xE0FAB0,0xE0FBF7,0x147,
0xE0FC00,0xE0FC2F,0x2F,
0xE0FE50,0xE0FECF,0x7F,
0xE0FED0,0xE0FF71,0xA1,
0xE0FF80,0xE10021,0xA1,
0xE10030,0xE10050,0x20,
0xE10050,0xE1023B,0x1EB,
0xE10250,0xE102C5,0x75,
0xE102D0,0xE1033F,0x6F,
0xE10340,0xE10368,0x28,
0xE10368,0xE10510,0x1A8,
0xE10510,0xE10522,0x12,
0xE10530,0xE1057A,0x4A,
0xE10688,0xE106CF,0x47,
0xE106F0,0xE109DC,0x2EC,
0xE109E0,0xE10B33,0x153,
0xE10D50,0xE10D8D,0x3D,
0xE10F70,0xE11284,0x314,
0xE11290,0xE11516,0x286,
0xE11520,0xE117A6,0x286,
0xE117B0,0xE11A49,0x299,
0xE11A50,0xE11CE9,0x299,
0xE11CF0,0xE11F89,0x299,
0xE12110,0xE12176,0x66,
0xE121B0,0xE122CD,0x11D,
0xE12300,0xE1234D,0x4D,
0xE123C0,0xE123D4,0x14,
0xE12440,0xE12514,0xD4,
0xE12560,0xE1259B,0x3B,
0xE125D0,0xE125E1,0x11,
0xE126B0,0xE128E9,0x239,
0xE129A0,0xE12ACD,0x12D,
0xE12D80,0xE12E28,0xA8,
0xE12F10,0xE12FC0,0xB0,
0xE13010,0xE1305C,0x4C,
0xE13060,0xE1307B,0x1B,
0xE13090,0xE130E7,0x57,
0xE13170,0xE1318E,0x1E,
0xE131A0,0xE131BB,0x1B,
0xE131D0,0xE131EB,0x1B,
0xE13210,0xE13241,0x31,
0xE13300,0xE1332B,0x2B,
0xE13340,0xE13374,0x34,
0xE13390,0xE133AB,0x1B,
0xE133B0,0xE13499,0xE9,
0xE134F0,0xE13557,0x67,
0xE13560,0xE135E3,0x83,
0xE135F0,0xE1360F,0x1F,
0xE136B0,0xE136DD,0x2D,
0xE13730,0xE137C1,0x91,
0xE137D0,0xE13850,0x80,
0xE13850,0xE13AFC,0x2AC,
0xE13B00,0xE13B9B,0x9B,
0xE13BA0,0xE13D09,0x169,
0xE13DF8,0xE13F34,0x13C,
0xE13FA0,0xE14510,0x570,
0xE14520,0xE1453B,0x1B,
0xE14540,0xE14550,0x10,
0xE14550,0xE147F8,0x2A8,
0xE147F8,0xE14904,0x10C,
0xE14910,0xE14C3B,0x32B,
0xE14C40,0xE14C5E,0x1E,
0xE14DD0,0xE14E3E,0x6E,
0xE14E40,0xE14F11,0xD1,
0xE14F20,0xE15020,0x100,
0xE15040,0xE1505B,0x1B,
0xE15060,0xE150F1,0x91,
0xE15100,0xE15180,0x80,
0xE15180,0xE15252,0xD2,
0xE15260,0xE15271,0x11,
0xE15770,0xE158A8,0x138,
0xE158B0,0xE1597C,0xCC,
0xE15B30,0xE15C4F,0x11F,
0xE15F70,0xE160D6,0x166,
0xE16940,0xE16973,0x33,
0xE16B10,0xE16B15,0x5,
0xE16C30,0xE16CC0,0x90,
0xE16CC0,0xE16CE5,0x25,
0xE16DC0,0xE16E82,0xC2,
0xE17470,0xE1764A,0x1DA,
0xE177F0,0xE17D7A,0x58A,
0xE17DE0,0xE17DF7,0x17,
0xE18490,0xE18626,0x196,
0xE18780,0xE187B6,0x36,
0xE18810,0xE19025,0x815,
0xE19030,0xE19600,0x5D0,
0xE19600,0xE19673,0x73,
0xE19E78,0xE19EC4,0x4C,
0xE19ED0,0xE19EF0,0x20,
0xE19EF0,0xE19FEA,0xFA,
0xE19FF0,0xE1A007,0x17,
0xE1BCD8,0xE1BCE8,0x10,
0xE1BCF0,0xE1BDDA,0xEA,
0xE1BE20,0xE1BF16,0xF6,
0xE1BF20,0xE1C028,0x108,
0xE1C030,0xE1C4E4,0x4B4,
0xE1D330,0xE1D3EB,0xBB,
0xE1D3F0,0xE1D4C9,0xD9,
0xE1D4D0,0xE1D7A8,0x2D8,
0xE1D7B0,0xE1D902,0x152,
0xE1D910,0xE1D98D,0x7D,
0xE1D990,0xE1DA74,0xE4,
0xE1DA80,0xE1DBAC,0x12C,
0xE1DBC0,0xE1DBDB,0x1B,
0xE1DC00,0xE1DD29,0x129,
0xE1DD40,0xE1DD77,0x37,
0xE1DED8,0xE1E014,0x13C,
0xE1E160,0xE1E5A8,0x448,
0xE1E5C0,0xE1E5DB,0x1B,
0xE1E5F0,0xE1E5FB,0xB,
0xE1E6E0,0xE1E76C,0x8C,
0xE1E820,0xE1E83B,0x1B,
0xE1E840,0xE1E91C,0xDC,
0xE1E920,0xE1E92A,0xA,
0xE1EAB0,0xE1EAD4,0x24,
0xE1F0F0,0xE1F121,0x31,
0xE1F130,0xE1F758,0x628,
0xE1F760,0xE1F8F9,0x199,
0xE1F9A0,0xE1FBB7,0x217,
0xE20D28,0xE20DB5,0x8D,
0xE20F00,0xE20F1A,0x1A,
0xE21070,0xE21ED7,0xE67,
0xE21EE0,0xE21FA8,0xC8,
0xE21FA8,0xE21FC0,0x18,
0xE21FC0,0xE220CD,0x10D,
0xE22140,0xE22218,0xD8,
0xE22220,0xE222A6,0x86,
0xE224E0,0xE224F7,0x17,
0xE226F0,0xE22869,0x179,
0xE232A0,0xE23647,0x3A7,
0xE23650,0xE2372C,0xDC,
0xE23730,0xE2373A,0xA,
0xE238A0,0xE23926,0x86,
0xE23930,0xE2395E,0x2E,
0xE241D0,0xE24295,0xC5,
0xE242B0,0xE242CB,0x1B,
0xE242F0,0xE24F90,0xCA0,
0xE24F90,0xE24FA0,0x10,
0xE24FA0,0xE24FDF,0x3F,
0xE250D0,0xE250EE,0x1E,
0xE25130,0xE25229,0xF9,
0xE25230,0xE25698,0x468,
0xE256A0,0xE2570C,0x6C,
0xE25760,0xE25856,0xF6,
0xE25D30,0xE25E18,0xE8,
0xE25E18,0xE26200,0x3E8,
0xE26200,0xE26242,0x42,
0xE26250,0xE26286,0x36,
0xE26290,0xE2631E,0x8E,
0xE26320,0xE263E9,0xC9,
0xE263F0,0xE26441,0x51,
0xE26450,0xE2666C,0x21C,
0xE26670,0xE266EC,0x7C,
0xE26800,0xE269DA,0x1DA,
0xE269E0,0xE26C78,0x298,
0xE26C80,0xE26DEB,0x16B,
0xE26F60,0xE26F75,0x15,
0xE27220,0xE2723C,0x1C,
0xE273A0,0xE2740E,0x6E,
0xE27430,0xE2760A,0x1DA,
0xE27700,0xE2776E,0x6E,
0xE27790,0xE2797A,0x1EA,
0xE27980,0xE27C18,0x298,
0xE27C20,0xE27D8B,0x16B,
0xE27ED0,0xE27EE5,0x15,
0xE281A0,0xE281BC,0x1C,
0xE28320,0xE28345,0x25,
0xE28410,0xE285EA,0x1DA,
0xE285F0,0xE28888,0x298,
0xE28890,0xE28A0B,0x17B,
0xE28B50,0xE28B65,0x15,
0xE28E00,0xE28E1C,0x1C,
0xE28F80,0xE28FEE,0x6E,
0xE29010,0xE29207,0x1F7,
0xE29210,0xE294A8,0x298,
0xE294B0,0xE2961B,0x16B,
0xE29760,0xE29775,0x15,
0xE29A20,0xE29A3C,0x1C,
0xE29BA0,0xE29C0E,0x6E,
0xE29C30,0xE29E1A,0x1EA,
0xE29E20,0xE2A0B8,0x298,
0xE2A0C0,0xE2A22B,0x16B,
0xE2A3C0,0xE2A3D5,0x15,
0xE2A500,0xE2A6CD,0x1CD,
0xE2A6F0,0xE2A70C,0x1C,
0xE2A870,0xE2A897,0x27,
0xE2A8C0,0xE2AA8A,0x1CA,
0xE2AA90,0xE2AAC0,0x30,
0xE2AAC0,0xE2AB45,0x85,
0xE2AB90,0xE2AE28,0x298,
0xE2AE30,0xE2AF8B,0x15B,
0xE2B0D0,0xE2B0E5,0x15,
0xE2B380,0xE2B3A3,0x23,
0xE2B3B0,0xE2B3CC,0x1C,
0xE2B440,0xE2B6D8,0x298,
0xE2B6E0,0xE2B84A,0x16A,
0xE2BA60,0xE2BA75,0x15,
0xE2BE10,0xE2BE2C,0x1C,
0xE2BEA0,0xE2BFBB,0x11B,
0xE2BFC0,0xE2C0A5,0xE5,
0xE2C0B0,0xE2C12E,0x7E,
0xE2C130,0xE2C172,0x42,
0xE2C180,0xE2C21C,0x9C,
0xE2C220,0xE2C26B,0x4B,
0xE2C270,0xE2C3A2,0x132,
0xE2C3B0,0xE2C54E,0x19E,
0xE2C550,0xE2C7F1,0x2A1,
0xE2C800,0xE2C849,0x49,
0xE2C850,0xE2C8F5,0xA5,
0xE2C980,0xE2C9F5,0x75,
0xE2CAF0,0xE2CC62,0x172,
0xE2CC70,0xE2CCD0,0x60,
0xE2CCD0,0xE2CDBA,0xEA,
0xE2CDD0,0xE2D07C,0x2AC,
0xE2D080,0xE2D0A2,0x22,
0xE2D200,0xE2D222,0x22,
0xE2D390,0xE2D3B6,0x26,
0xE2D570,0xE2D5A2,0x32,
0xE2D920,0xE2DC09,0x2E9,
0xE2DC20,0xE2DC37,0x17,
0xE2DDC0,0xE2DDDA,0x1A,
0xE2DEC0,0xE2DEF6,0x36,
0xE2DF00,0xE2E1BF,0x2BF,
0xE2E1C0,0xE2E2AD,0xED,
0xE2E320,0xE2E526,0x206,
0xE2E530,0xE2E5AC,0x7C,
0xE2E5C0,0xE2E5E7,0x27,
0xE2E680,0xE2E69A,0x1A,
0xE2E750,0xE2E786,0x36,
0xE2E7A0,0xE2E7DA,0x3A,
0xE2EA50,0xE2EA6B,0x1B,
0xE2EA80,0xE2EAEE,0x6E,
0xE2EAF0,0xE2EB41,0x51,
0xE2EBA0,0xE2ECC1,0x121,
0xE2ECD0,0xE2ED51,0x81,
0xE2EE00,0xE2EF21,0x121,
0xE2EF30,0xE2F1F9,0x2C9,
0xE2F200,0xE2F269,0x69,
0xE2F270,0xE2F2F6,0x86,
0xE2F300,0xE2F38C,0x8C,
0xE2F390,0xE2F3D4,0x44,
0xE2F3F0,0xE2F49D,0xAD,
0xE2F4A0,0xE2F520,0x80,
0xE2F520,0xE2F5A0,0x80,
0xE2F5B0,0xE2F5D6,0x26,
0xE2F5E0,0xE2FA95,0x4B5,
0xE2FBE0,0xE2FCDE,0xFE,
0xE30850,0xE30B88,0x338,
0xE30B88,0xE30B90,0x8,
0xE30B90,0xE30DB5,0x225,
0xE31320,0xE3135A,0x3A,
0xE31640,0xE3164B,0xB,
0xE31740,0xE31800,0xC0,
0xE31800,0xE31FED,0x7ED,
0xE32110,0xE32140,0x30,
0xE32140,0xE3214F,0xF,
0xE32B88,0xE32BC0,0x38,
0xE32BC0,0xE32C03,0x43,
0xE32C20,0xE32E50,0x230,
0xE32E50,0xE33054,0x204,
0xE33330,0xE3337F,0x4F,
0xE33380,0xE33702,0x382,
0xE33710,0xE3385C,0x14C,
0xE33860,0xE33929,0xC9,
0xE33CD0,0xE33E0F,0x13F,
0xE34000,0xE3413B,0x13B,
0xE35600,0xE35629,0x29,
0xE36770,0xE367F9,0x89,
0xE36800,0xE36876,0x76,
0xE37050,0xE370D2,0x82,
0xE370E0,0xE3710E,0x2E,
0xE37110,0xE37177,0x67,
0xE37190,0xE371C5,0x35,
0xE371D0,0xE3721B,0x4B,
0xE37320,0xE3733B,0x1B,
0xE37340,0xE375F8,0x2B8,
0xE37600,0xE376DA,0xDA,
0xE37C00,0xE37C2C,0x2C,
0xE37C30,0xE37C44,0x14,
0xE37E18,0xE384E9,0x6D1,
0xE39400,0xE394E0,0xE0,
0xE394E0,0xE3954B,0x6B,
0xE39550,0xE3959A,0x4A,
0xE395C0,0xE395DE,0x1E,
0xE395E0,0xE39637,0x57,
0xE396C0,0xE39774,0xB4,
0xE39780,0xE398B9,0x139,
0xE39A30,0xE39A44,0x14,
0xE39A50,0xE39A9D,0x4D,
0xE39AA0,0xE39B56,0xB6,
0xE39B60,0xE39B92,0x32,
0xE39C40,0xE39C72,0x32,
0xE39D30,0xE39EAE,0x17E,
0xE3A480,0xE3A4CA,0x4A,
0xE3A4E0,0xE3A4FE,0x1E,
0xE3A500,0xE3A557,0x57,
0xE3A5E0,0xE3A64E,0x6E,
0xE3A650,0xE3A6AD,0x5D,
0xE3A850,0xE3A9BC,0x16C,
0xE3A9C0,0xE3AA13,0x53,
0xE3AA20,0xE3AA4B,0x2B,
0xE3AB08,0xE3AB0E,0x6,
0xE3AB10,0xE3ADCD,0x2BD,
0xE3ADD0,0xE3AE04,0x34,
0xE3AE10,0xE3B057,0x247,
0xE3B060,0xE3B095,0x35,
0xE3B120,0xE3B158,0x38,
0xE3B158,0xE3B160,0x8,
0xE3B160,0xE3B166,0x6,
0xE3B170,0xE3B313,0x1A3,
0xE3B7E0,0xE3B7FE,0x1E,
0xE3B800,0xE3B95F,0x15F,
0xE3B960,0xE3BB35,0x1D5,
0xE3BB40,0xE3BBEE,0xAE,
0xE3BBF0,0xE3BC66,0x76,
0xE3BC70,0xE3BC94,0x24,
0xE3BE28,0xE3BF8C,0x164,
0xE3BFB0,0xE3C02B,0x7B,
0xE3C030,0xE3C1BE,0x18E,
0xE3C1C0,0xE3C424,0x264,
0xE3C430,0xE3C4C5,0x95,
0xE3C6B0,0xE3C6C2,0x12,
0xE3C6D0,0xE3C772,0xA2,
0xE3C940,0xE3C9D8,0x98,
0xE3C9D8,0xE3C9FA,0x22,
0xE3CBE8,0xE3CBFF,0x17,
0xE3CC10,0xE3CCA5,0x95,
0xE3CE90,0xE3CEA2,0x12,
0xE3CEB0,0xE3CF8E,0xDE,
0xE3CF90,0xE3D049,0xB9,
0xE3D1B0,0xE3D25D,0xAD,
0xE3D400,0xE3D54D,0x14D,
0xE3D660,0xE3D68A,0x2A,
